file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,newProducerForMessageSchemaOnTopicWithMultiVersionSchema/0,false,292,14,2,0,2,5,25,54,0,19,0,25,0,0,0,0,5,0,7,7,19,3,3,0,0,1,65,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,newConsumerWithSchemaOnExistingTopicWithoutSchema/0,false,769,6,0,0,0,2,9,9,0,3,0,9,0,0,0,0,1,0,3,0,3,1,1,0,0,0,34,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,getSchemaVersionFromMessages/1[boolean],false,815,4,3,2,1,1,15,9,0,4,1,15,0,0,0,0,1,0,2,2,4,1,1,0,0,0,25,2,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,"testAutoKeyValueConsume/2[boolean,org.apache.pulsar.client.api.KeyValueEncodingType]",false,876,11,2,0,2,15,34,132,0,54,2,34,0,0,14,0,3,3,37,51,54,36,3,0,0,0,51,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,newBytesConsumerWithTopicWithSchema/0,false,795,4,1,0,1,2,11,7,0,3,0,11,0,0,0,0,1,0,2,2,3,1,1,0,0,0,20,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,getSchemaVersionFromMessagesBatchingEnabled/0,false,811,2,1,0,1,1,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,testGetNativeSchemaWithAutoConsumeWithMultiVersion/0,false,1284,9,2,0,2,1,25,22,0,10,0,25,0,0,0,0,0,0,9,1,10,0,0,0,0,0,26,1,2,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,newProducerNewTopicNewSchema/0,false,212,3,1,0,1,1,5,6,0,2,0,5,0,0,0,0,1,0,1,1,2,1,1,0,0,0,18,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,testAutoCreatedSchema/1[java.lang.String],false,1324,1,0,0,0,3,13,24,0,2,1,13,0,0,0,0,2,0,7,2,2,2,1,0,0,0,25,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,testAutoKeyValueConsumeGenericObject/0,false,1163,9,2,0,2,5,32,49,0,17,0,32,0,0,4,0,2,0,13,15,17,11,3,0,0,0,40,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,keyEncodingType/0,false,1429,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,topicDomain/0,false,117,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,newProducerWithMultipleSchemaDisabled/0,false,742,5,0,0,0,1,13,7,0,3,0,13,0,0,0,0,1,0,1,1,3,1,1,0,0,1,23,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,getSchemaVersionFromMessagesBatchingDisabled/0,false,806,2,1,0,1,1,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,testNoMemoryLeakIfSchemaIncompatible/0,false,398,7,1,0,1,1,29,28,0,9,0,29,0,0,0,0,0,0,4,2,7,1,1,1,0,2,50,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,batchingModes/0,false,90,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,9,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,testConsumeAvroMessagesWithoutSchema/0,false,1490,6,1,0,1,4,21,23,1,8,0,21,0,0,2,0,0,0,3,4,8,1,1,0,0,0,34,1,1,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,newNativeAvroProducerForMessageSchemaOnTopicInitialWithNoSchema/0,false,574,14,2,0,2,2,25,33,0,20,0,25,0,0,1,0,1,1,2,5,19,1,2,0,0,1,47,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,cleanup/0,false,146,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,newConsumerWithSchemaTopicHasSchema/0,false,782,4,1,0,1,1,11,8,0,4,0,11,0,0,0,0,1,0,2,1,4,1,1,0,0,0,22,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,testAutoKeyValueConsumeGenericObjectNullValues/1[org.apache.pulsar.client.api.KeyValueEncodingType],false,1435,9,1,0,1,1,22,27,0,9,1,22,0,0,0,0,1,1,9,8,12,1,1,0,0,0,43,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,newProducerTopicExistsWithoutSchema/0,false,221,3,1,0,1,1,6,9,0,3,0,6,0,0,0,0,2,0,1,1,3,1,1,0,0,0,23,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,testString/0,false,163,4,0,0,0,3,12,14,0,7,0,12,0,0,2,0,1,0,4,3,7,2,2,0,0,0,15,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,testSubscribeWithSchemaAfterAutoConsumeNewTopic/1[java.lang.String],false,1356,4,0,0,0,2,15,22,0,9,1,15,0,0,0,0,1,0,23,1,9,5,1,0,0,0,37,1,4,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,newProducerForMessageSchemaWithBatch/0,false,615,10,3,0,3,7,26,43,0,15,0,26,0,0,2,3,1,1,3,12,15,9,3,0,0,0,38,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,newConsumerWithSchemaOnNewTopic/0,false,756,4,1,0,1,1,11,8,0,4,0,11,0,0,0,0,1,0,2,1,4,1,1,0,0,0,23,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,newNativeAvroProducerForMessageSchemaOnTopicWithMultiVersionSchema/0,false,435,14,2,0,2,5,24,55,0,21,0,24,0,0,0,0,5,0,7,5,21,3,3,0,0,0,67,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,schemaValidationModes/0,false,109,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,9,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,SimpleSchemaTest/1[boolean],true,124,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,newProducerTopicExistsWithSchema/0,false,234,3,1,0,1,1,5,9,0,3,0,5,0,0,0,0,2,0,1,2,3,1,1,0,0,0,19,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,newNativeAvroProducerForMessageSchemaWithBatch/0,false,671,14,3,0,3,7,27,56,0,30,0,27,0,0,2,3,1,1,2,12,30,9,3,0,0,0,44,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,newProducerForMessageOnTopicWithDifferentSchemaType/0,false,502,7,2,0,2,1,16,24,0,11,0,16,0,0,0,0,1,0,2,7,11,1,1,0,0,0,36,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,newProducerForMessageSchemaOnTopicInitialWithNoSchema/0,false,534,13,2,0,2,2,25,31,0,18,0,25,0,0,1,0,1,1,2,5,17,1,2,0,0,1,45,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,testAutoConsume/1[boolean],false,836,7,1,0,1,3,22,20,0,10,1,22,0,0,2,0,1,0,4,3,10,1,2,0,0,0,35,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,setup/0,false,131,1,0,0,0,1,6,10,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,4,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,batchingModesAndValueEncodingType/0,false,98,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,9,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,testProducerConnectStateWhenRegisteringSchema/0,false,360,7,1,0,1,1,29,28,0,9,0,29,0,0,0,0,0,0,4,2,7,1,1,1,0,2,49,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,newProducerWithoutSchemaOnTopicWithSchema/0,false,248,10,1,0,1,6,14,37,0,8,0,14,0,0,0,0,4,0,8,1,8,3,2,0,0,0,51,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,testGetSchemaByVersion/0,false,1249,7,0,0,0,1,22,16,0,7,0,22,0,0,0,0,0,0,1,9,7,0,0,0,0,0,20,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-broker/src/test/java/org/apache/pulsar/client/api/SimpleSchemaTest.java,org.apache.pulsar.client.api.SimpleSchemaTest,resetNamespace/0,false,151,2,0,0,0,3,8,10,0,2,0,8,0,0,1,0,0,0,0,0,2,0,2,0,0,0,20,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/test/java/org/apache/pulsar/client/impl/ConsumerImplTest.java,org.apache.pulsar.client.impl.ConsumerImplTest,testNotifyPendingReceivedCallback_WorkNormally/0,false,172,5,1,0,1,1,18,15,0,4,0,18,0,0,0,0,0,0,2,3,4,0,0,0,0,0,25,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/test/java/org/apache/pulsar/client/impl/ConsumerImplTest.java,org.apache.pulsar.client.impl.ConsumerImplTest,testBatchReceiveAsyncCanBeCancelled/0,false,203,3,2,0,2,1,8,6,0,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/test/java/org/apache/pulsar/client/impl/ConsumerImplTest.java,org.apache.pulsar.client.impl.ConsumerImplTest,testNotifyPendingReceivedCallback_CompleteWithException/0,false,119,4,1,0,1,2,7,13,0,2,0,7,0,0,0,0,1,0,1,1,2,0,1,0,0,0,18,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/test/java/org/apache/pulsar/client/impl/ConsumerImplTest.java,org.apache.pulsar.client.impl.ConsumerImplTest,testClose/0,false,214,4,2,0,2,3,3,13,0,1,0,3,0,0,0,1,1,0,0,3,2,0,2,0,0,0,10,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/test/java/org/apache/pulsar/client/impl/ConsumerImplTest.java,org.apache.pulsar.client.impl.ConsumerImplTest,createConsumer/1[org.apache.pulsar.client.impl.ConsumerConfigurationData],false,74,7,5,2,3,1,8,12,0,3,1,8,0,0,0,0,0,0,4,4,6,0,0,0,0,0,16,2,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/test/java/org/apache/pulsar/client/impl/ConsumerImplTest.java,org.apache.pulsar.client.impl.ConsumerImplTest,testReceiveAsyncCanBeCancelled/0,false,192,3,1,0,1,1,7,6,0,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/test/java/org/apache/pulsar/client/impl/ConsumerImplTest.java,org.apache.pulsar.client.impl.ConsumerImplTest,testNotifyPendingReceivedCallback_CompleteWithExceptionWhenMessageIsNull/0,false,136,3,1,0,1,2,8,12,0,1,0,8,0,0,0,0,1,0,1,1,1,0,1,0,0,0,22,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/test/java/org/apache/pulsar/client/impl/ConsumerImplTest.java,org.apache.pulsar.client.impl.ConsumerImplTest,cleanup/0,false,92,1,0,0,0,3,2,10,0,0,0,2,0,0,0,2,0,0,0,0,2,0,1,0,0,0,9,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/test/java/org/apache/pulsar/client/impl/ConsumerImplTest.java,org.apache.pulsar.client.impl.ConsumerImplTest,testNotifyPendingReceivedCallback_InterceptorsWorksWithPrefetchDisabled/0,false,152,5,1,0,1,1,17,14,0,4,0,17,0,0,0,0,0,0,2,3,4,0,0,0,0,0,27,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/test/java/org/apache/pulsar/client/impl/ConsumerImplTest.java,org.apache.pulsar.client.impl.ConsumerImplTest,testCreateConsumerWhenSchemaIsNull/0,false,245,3,0,0,0,1,7,4,0,1,0,7,0,0,0,0,0,0,3,0,1,0,0,0,0,0,14,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/test/java/org/apache/pulsar/client/impl/ConsumerImplTest.java,org.apache.pulsar.client.impl.ConsumerImplTest,testAutoGenerateConsumerName/0,false,308,2,1,0,1,1,5,4,0,1,0,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,15,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/test/java/org/apache/pulsar/client/impl/ConsumerImplTest.java,org.apache.pulsar.client.impl.ConsumerImplTest,testMaxReceiverQueueSize/0,false,258,3,3,0,3,1,4,7,0,2,0,4,0,0,0,0,0,0,0,3,2,3,0,0,0,0,7,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/test/java/org/apache/pulsar/client/impl/ConsumerImplTest.java,org.apache.pulsar.client.impl.ConsumerImplTest,testNotifyPendingReceivedCallback_EmptyQueueNotThrowsException/0,false,104,2,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/test/java/org/apache/pulsar/client/impl/ConsumerImplTest.java,org.apache.pulsar.client.impl.ConsumerImplTest,setUp/0,false,68,3,1,0,1,1,1,4,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/test/java/org/apache/pulsar/client/impl/ConsumerImplTest.java,org.apache.pulsar.client.impl.ConsumerImplTest,testConsumerCreatedWhilePaused/0,false,228,5,3,0,3,1,7,10,0,3,0,7,0,0,0,0,0,0,1,3,4,0,0,0,0,0,20,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/test/java/org/apache/pulsar/client/impl/ConsumerImplTest.java,org.apache.pulsar.client.impl.ConsumerImplTest,testCorrectBackoffConfiguration/0,false,109,4,1,0,1,1,8,6,0,2,0,8,0,0,0,0,0,0,0,1,2,0,0,0,0,0,11,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/test/java/org/apache/pulsar/client/impl/ConsumerImplTest.java,org.apache.pulsar.client.impl.ConsumerImplTest,testTopicPriorityLevel/0,false,267,3,1,0,1,1,7,6,0,1,0,7,1,1,0,0,0,0,0,2,1,0,0,0,0,0,10,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/test/java/org/apache/pulsar/client/impl/ConsumerImplTest.java,org.apache.pulsar.client.impl.ConsumerImplTest,testSeekAsyncInternal/0,false,278,6,3,0,3,1,22,20,0,7,0,22,0,0,0,0,0,0,0,5,7,0,0,0,0,0,28,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-common/src/main/java/org/apache/pulsar/client/impl/schema/SchemaInfoImpl.java,org.apache.pulsar.client.impl.schema.SchemaInfoImpl,getSchemaDefinition/0,false,86,3,2,0,2,7,4,17,4,1,0,4,0,0,0,1,0,0,1,0,1,0,1,0,0,0,9,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-common/src/main/java/org/apache/pulsar/client/impl/schema/SchemaInfoImpl.java,org.apache.pulsar.client.impl.schema.SchemaInfoImpl,"SchemaInfoImpl/5[java.lang.String,byte[],org.apache.pulsar.client.impl.schema.SchemaType,long,java.util.Map<java.lang.String,java.lang.String>]",true,77,4,1,0,1,2,2,8,0,0,5,2,0,0,0,1,0,0,0,0,6,0,0,0,0,0,9,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-common/src/main/java/org/apache/pulsar/client/impl/schema/SchemaInfoImpl.java,org.apache.pulsar.client.impl.schema.SchemaInfoImpl,toString/0,false,119,1,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-common/src/main/java/org/apache/pulsar/client/impl/schema/SchemaInfoImpl.java,org.apache.pulsar.client.impl.schema.SchemaInfoImpl,getSchemaHash/0,false,111,1,3,2,1,2,1,6,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,33,1,0,true
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-metadata/src/main/java/org/apache/pulsar/metadata/impl/LocalMemoryMetadataStore.java,org.apache.pulsar.metadata.impl.MemoryMetadataStoreProvider,urlScheme/0,false,253,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-metadata/src/main/java/org/apache/pulsar/metadata/impl/LocalMemoryMetadataStore.java,org.apache.pulsar.metadata.impl.MemoryMetadataStoreProvider,"create/3[java.lang.String,org.apache.pulsar.metadata.api.MetadataStoreConfig,boolean]",false,259,3,1,0,1,1,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/main/java/org/apache/pulsar/client/impl/schema/generic/AvroRecordBuilderImpl.java,org.apache.pulsar.client.impl.schema.generic.AvroRecordBuilderImpl,"set/2[int,java.lang.Object]",false,81,5,2,0,2,3,5,14,1,0,2,5,0,0,0,0,0,1,1,0,0,0,2,0,0,0,22,4,0,true
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/main/java/org/apache/pulsar/client/impl/schema/generic/AvroRecordBuilderImpl.java,org.apache.pulsar.client.impl.schema.generic.AvroRecordBuilderImpl,build/0,false,134,4,3,0,3,1,3,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/main/java/org/apache/pulsar/client/impl/schema/generic/AvroRecordBuilderImpl.java,org.apache.pulsar.client.impl.schema.generic.AvroRecordBuilderImpl,AvroRecordBuilderImpl/1[org.apache.pulsar.client.impl.schema.generic.GenericSchemaImpl],true,34,3,2,1,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,false
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/main/java/org/apache/pulsar/client/impl/schema/generic/AvroRecordBuilderImpl.java,org.apache.pulsar.client.impl.schema.generic.AvroRecordBuilderImpl,"set/2[java.lang.String,java.lang.Object]",false,48,4,2,1,1,3,2,14,1,0,2,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,23,1,0,true
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/main/java/org/apache/pulsar/client/impl/schema/generic/AvroRecordBuilderImpl.java,org.apache.pulsar.client.impl.schema.generic.AvroRecordBuilderImpl,clear/1[int],false,127,3,1,0,1,1,4,4,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,true
/Users/kaiohs/Downloads/codes/lab02-experimentacao-software/data/repos/apache__pulsar/pulsar-client/src/main/java/org/apache/pulsar/client/impl/schema/generic/AvroRecordBuilderImpl.java,org.apache.pulsar.client.impl.schema.generic.AvroRecordBuilderImpl,clear/1[java.lang.String],false,105,2,1,1,0,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,true
